id_transaccion,fecha_venta,id_cliente,id_producto,cantidad,descuento_aplicado,visitas_previas,canales_venta,devolucion,satisfaccion,nombre,apellido,genero_cliente,edad_cliente,correo_cliente,region,marca,precio_unitario,nombre_producto,categoria_producto,ingreso_venta,monto_devolucion
133,2025-07-14,CLTE_35,1008,1,0.0,2,App,0,4,Noah,Fuentes,F,56.0,cliente_35@gmail.com,RM,Marca D,852419.0,Anillo inteligente,Tecnología,852419.0,0.0
134,2025-12-20,CLTE_6,1004,2,0.1,5,App,0,4,Ariel,Rojas,M,21.0,cliente_6@gmail.com,Región Metropolitana,Marca C,848195.0,Tablet,Tecnología,1526751.0,0.0
135,2025-11-13,CLTE_18,1005,4,0.1,6,Web,0,4,Mateo,Arias,Masculino,24.0,cliente_18@gmail.com,Región Metropolitana,Marca D,857761.0,Smart TV,Tecnología,3087940.0,0.0
136,2025-09-03,CLTE_5,1019,1,0.0,4,App,0,5,Gaspar,Fuentes,F,,,RM,Marca A,453940.0,Robot de Cocina,ElectroHogar,453940.0,0.0
137,2025-05-22,CLTE_47,1001,5,0.3,4,App,0,3,Julieta,Morales,M,26.0,cliente_47@gmail.com,Biobío,Marca B,196820.0,Parlante,Tecnología,688870.0,0.0
138,2025-06-21,CLTE_25,1012,2,0.3,4,Página Web,1,2,Alex,Hernández,Femenino,23.0,cliente_25@gmail.com,Atacama,Marca A,584880.0,Lavadora,ElectroHogar,818832.0,563027.0
139,2025-05-15,CLTE_2,1005,1,0.0,2,Página Web,0,5,Noah,Contreras,Masculino,56.0,cliente_2@gmail.com,Valparaíso,Marca D,857761.0,Smart TV,Tecnología,857761.0,0.0
140,2025-05-31,CLTE_10,1004,3,0.0,4,Web,0,4,Aurora,Espinoza,Femenino,56.0,cliente_10@gmail.com,RM,Marca C,848195.0,Tablet,Tecnología,2544585.0,0.0
141,2025-08-11,CLTE_30,1000,4,0.0,1,App,0,3,Trinidad,Silva,Masculino,37.0,,Los Lagos,Marca C,883810.0,Smartphone,Tecnología,3535240.0,0.0
142,2025-06-25,CLTE_50,1005,1,0.0,6,App,0,5,Noah,Silva,Masculino,68.0,,Valparaíso,Marca D,857761.0,Smart TV,Tecnología,857761.0,0.0
143,2025-01-04,CLTE_45,1005,2,0.0,1,Página Web,0,4,Liam,Rodríguez,Masculino,25.0,cliente_45@gmail.com,Región Metropolitana,Marca D,857761.0,Smart TV,Tecnología,1715522.0,0.0
144,2025-06-07,CLTE_5,1015,3,0.0,10,App,0,5,Gaspar,Fuentes,F,49.0,cliente_5@gmail.com,RM,Marca D,973927.0,Refrigerador,ElectroHogar,2921781.0,0.0
145,2025-09-21,CLTE_33,1003,2,0.3,6,Página Web,0,5,Thiago,López,M,,cliente_33@gmail.com,Biobío,Marca C,703354.0,Notebook,Tecnología,984696.0,0.0
146,2025-08-14,CLTE_1,1010,2,0.0,1,Web,0,4,Emilia,Fuentes,Masculino,49.0,cliente_1@gmail.com,Valparaíso,Marca D,787487.0,Aspiradora robot,ElectroHogar,1574974.0,0.0
147,2025-06-07,CLTE_18,1008,3,0.0,6,Página Web,0,4,Mateo,Arias,Masculino,24.0,cliente_18@gmail.com,Región Metropolitana,Marca D,852419.0,Anillo inteligente,Tecnología,2557257.0,0.0
148,2025-02-02,CLTE_32,1002,2,0.0,10,App,1,1,Isidora,Hernández,Masculino,28.0,,Biobío,Marca B,286083.0,Audífonos,Tecnología,572166.0,279888.0
149,2025-10-26,CLTE_47,1018,3,0.0,8,Web,0,3,Julieta,Morales,M,26.0,cliente_47@gmail.com,Biobío,Marca A,490758.0,Aire Acondicionado Portatil,ElectroHogar,1472274.0,0.0
150,2025-04-07,CLTE_49,1007,1,0.1,2,Página Web,0,5,Mateo,Torres,F,50.0,cliente_49@gmail.com,Maule,Marca B,888892.0,Consola,Tecnología,800003.0,0.0
151,2025-10-07,CLTE_11,1004,3,0.0,2,Página Web,0,4,Aurora,Silva,Masculino,62.0,cliente_11@gmail.com,Maule,Marca C,848195.0,Tablet,Tecnología,2544585.0,0.0
152,2025-06-02,CLTE_21,1003,3,0.0,4,Web,0,4,Mateo,Muñoz,Femenino,45.0,cliente_21@gmail.com,RM,Marca C,703354.0,Notebook,Tecnología,2110062.0,0.0
153,2025-04-26,CLTE_26,1005,4,0.0,3,Web,0,4,Thiago,Fuentes,M,45.0,cliente_26@gmail.com,Región Metropolitana,Marca D,857761.0,Smart TV,Tecnología,3431044.0,0.0
154,2025-06-02,CLTE_25,1001,3,0.1,4,Página Web,1,2,Alex,Hernández,Femenino,23.0,cliente_25@gmail.com,Atacama,Marca B,196820.0,Parlante,Tecnología,531414.0,324604.0
155,2025-06-07,CLTE_22,1019,3,0.1,7,App,0,5,Ariel,Sepúlveda,F,19.0,cliente_22@gmail.com,Región Metropolitana,Marca A,453940.0,Robot de Cocina,ElectroHogar,1225638.0,0.0
156,2025-01-13,CLTE_27,1010,1,0.0,1,Página Web,0,4,Josefa,Silva,Masculino,45.0,cliente_27@gmail.com,Valparaíso,Marca D,787487.0,Aspiradora robot,ElectroHogar,787487.0,0.0
157,2025-08-03,CLTE_49,1003,4,0.0,6,Web,0,3,Mateo,Torres,F,50.0,cliente_49@gmail.com,Maule,Marca C,703354.0,Notebook,Tecnología,2813416.0,0.0
158,2025-04-07,CLTE_13,1014,5,0.0,3,Página Web,0,5,Facundo,Muñoz,Femenino,60.0,cliente_13@gmail.com,Los Lagos,Marca A,940732.0,Lavadora-Secadora,ElectroHogar,4703660.0,0.0
159,2025-10-13,CLTE_33,1005,1,0.0,10,Web,0,4,Thiago,López,M,45.0,cliente_33@gmail.com,Biobío,Marca D,857761.0,Smart TV,Tecnología,857761.0,0.0
160,2025-12-26,CLTE_34,1016,1,0.0,7,Web,0,3,Andrea,Espinoza,Masculino,42.0,cliente_34@gmail.com,Valparaíso,Marca B,291082.0,Freidora,ElectroHogar,291082.0,0.0
161,2025-08-03,CLTE_41,1005,5,0.0,10,App,0,5,Julieta,González,Masculino,58.0,cliente_41@gmail.com,Biobío,Marca D,857761.0,Smart TV,Tecnología,4288805.0,0.0
162,2025-02-15,CLTE_35,1018,3,0.0,2,Web,0,4,Noah,Fuentes,F,56.0,cliente_35@gmail.com,RM,Marca A,490758.0,Aire Acondicionado Portatil,ElectroHogar,1472274.0,0.0
163,2025-01-22,CLTE_1,1001,2,0.0,2,Web,0,5,Emilia,Fuentes,Masculino,49.0,cliente_1@gmail.com,Valparaíso,Marca B,196820.0,Parlante,Tecnología,393640.0,0.0
164,2025-05-08,CLTE_21,1014,4,0.2,4,App,1,2,Mateo,Muñoz,Femenino,45.0,cliente_21@gmail.com,RM,Marca A,940732.0,Lavadora-Secadora,ElectroHogar,3010342.0,1735752.0
165,2025-08-26,CLTE_48,1010,2,0.0,1,Web,0,4,Ariel,Flores,Femenino,54.0,cliente_48@gmail.com,RM,Marca D,787487.0,Aspiradora robot,ElectroHogar,1574974.0,0.0
166,2025-10-13,CLTE_6,1007,5,0.0,3,App,0,4,Ariel,Rojas,M,21.0,cliente_6@gmail.com,Región Metropolitana,Marca B,888892.0,Consola,Tecnología,4444460.0,0.0
167,2025-09-21,CLTE_28,1018,1,0.0,9,App,0,5,Lucas,Araya,Masculino,61.0,cliente_28@gmail.com,Biobío,Marca A,490758.0,Aire Acondicionado Portatil,ElectroHogar,490758.0,0.0
168,2025-06-02,CLTE_17,1012,1,0.0,7,Web,0,4,Ariel,Díaz,Femenino,49.0,,Antofagasta,Marca A,584880.0,Lavadora,ElectroHogar,584880.0,0.0
169,2025-02-04,CLTE_5,1011,4,0.2,7,Web,0,4,Gaspar,Fuentes,F,49.0,cliente_5@gmail.com,RM,Marca D,672298.0,Lavavajillas,ElectroHogar,2151354.0,0.0
170,2025-02-20,CLTE_31,1004,1,0.0,4,Página Web,0,4,Trinidad,Santibáñez,F,47.0,cliente_31@gmail.com,Región Metropolitana,Marca C,848195.0,Tablet,Tecnología,848195.0,0.0
171,2025-12-26,CLTE_5,1005,1,0.0,2,App,0,5,Gaspar,Fuentes,F,49.0,cliente_5@gmail.com,RM,Marca D,857761.0,Smart TV,Tecnología,857761.0,0.0
172,2025-11-09,CLTE_38,1003,4,0.1,4,Página Web,0,4,Isidora,Martínez,Masculino,44.0,cliente_38@gmail.com,Región Metropolitana,Marca C,703354.0,Notebook,Tecnología,2532074.0,0.0
173,2025-09-21,CLTE_3,1018,4,0.0,6,Web,0,3,Trinidad,Rodríguez,F,66.0,cliente_3@gmail.com,Valparaíso,Marca A,490758.0,Aire Acondicionado Portatil,ElectroHogar,1963032.0,0.0
174,2025-06-22,CLTE_23,1019,5,0.0,3,Página Web,0,5,Emma,Díaz,Masculino,59.0,cliente_23@gmail.com,RM,Marca A,453940.0,Robot de Cocina,ElectroHogar,2269700.0,0.0
175,2025-08-26,CLTE_37,1000,1,0.2,1,App,0,4,Sofía,López,M,18.0,cliente_37@gmail.com,Biobío,Marca C,883810.0,Smartphone,Tecnología,707048.0,0.0
176,2025-02-23,CLTE_37,1019,1,0.0,8,Página Web,0,3,Sofía,López,M,18.0,,Biobío,Marca A,453940.0,Robot de Cocina,ElectroHogar,453940.0,0.0
177,2025-10-10,CLTE_10,1016,5,0.0,5,App,0,5,Aurora,Espinoza,Femenino,56.0,,RM,Marca B,2882470.0,Freidora,ElectroHogar,14412350.0,0.0
178,2025-04-26,CLTE_10,1011,3,0.3,5,Web,0,4,Aurora,Espinoza,Femenino,56.0,cliente_10@gmail.com,RM,Marca D,672298.0,Lavavajillas,ElectroHogar,1411826.0,0.0
179,2025-07-05,CLTE_19,1014,3,0.0,4,Web,1,2,Thiago,Espinoza,Masculino,68.0,cliente_19@gmail.com,RM,Marca A,940732.0,Lavadora-Secadora,ElectroHogar,2822196.0,2579384.0
180,2025-01-22,CLTE_17,1000,3,0.0,6,App,0,4,Ariel,Díaz,Femenino,49.0,cliente_17@gmail.com,Antofagasta,Marca C,883810.0,Smartphone,Tecnología,2651430.0,0.0
181,2025-11-19,CLTE_21,1013,5,0.0,3,Web,0,5,Mateo,Muñoz,Femenino,45.0,cliente_21@gmail.com,RM,Marca B,378560.0,Microondas,ElectroHogar,1892800.0,0.0
182,2025-10-10,CLTE_14,1005,1,0.3,9,Web,0,3,Gaspar,Soto,Femenino,46.0,cliente_14@gmail.com,Valparaíso,Marca D,857761.0,Smart TV,Tecnología,600433.0,0.0
183,2025-02-08,CLTE_9,1004,5,0.0,5,Web,0,4,Andrea,Díaz,F,40.0,cliente_9@gmail.com,Valparaíso,Marca C,848195.0,Tablet,Tecnología,4240975.0,0.0
184,2025-05-08,CLTE_46,1010,5,0.0,3,Web,0,5,Vicente,Silva,M,44.0,cliente_46@gmail.com,RM,Marca D,787487.0,Aspiradora robot,ElectroHogar,3937435.0,0.0
185,2025-09-30,CLTE_1,1003,3,0.0,1,App,0,5,Emilia,Fuentes,Masculino,,cliente_1@gmail.com,Valparaíso,Marca C,703354.0,Notebook,Tecnología,2110062.0,0.0
186,2025-05-27,CLTE_45,1012,2,0.0,10,Página Web,0,4,Liam,Rodríguez,Masculino,25.0,cliente_45@gmail.com,Región Metropolitana,Marca A,584880.0,Lavadora,ElectroHogar,1169760.0,0.0
187,2025-09-04,CLTE_13,1010,1,0.0,6,Página Web,0,4,Facundo,Muñoz,Femenino,60.0,cliente_13@gmail.com,Los Lagos,Marca D,787487.0,Aspiradora robot,ElectroHogar,787487.0,0.0
188,2025-10-15,CLTE_4,1002,3,0.0,2,Web,0,5,Aurora,Silva,Masculino,69.0,cliente_4@gmail.com,Valparaíso,Marca B,286083.0,Audífonos,Tecnología,858249.0,0.0
189,2025-06-10,CLTE_1,1000,2,0.0,3,Página Web,0,4,Emilia,Fuentes,Masculino,49.0,,Valparaíso,Marca C,883810.0,Smartphone,Tecnología,1767620.0,0.0
190,2025-11-12,CLTE_49,1005,2,0.0,1,Página Web,0,5,Mateo,Torres,F,50.0,,Maule,Marca D,857761.0,Smart TV,Tecnología,1715522.0,0.0
191,2025-08-18,CLTE_40,1017,4,0.0,9,Web,0,5,Ariel,López,M,30.0,cliente_40@gmail.com,Maule,Marca D,312310.0,Horno eléctico,ElectroHogar,1249240.0,0.0
192,2025-05-07,CLTE_32,1009,1,0.0,8,Web,0,3,Isidora,Hernández,Masculino,28.0,cliente_32@gmail.com,Biobío,Marca A,2882470.0,Lente inteligente,Tecnología,2882470.0,0.0
193,2025-06-02,CLTE_34,1004,2,0.0,2,Página Web,0,3,Andrea,Espinoza,Masculino,,cliente_34@gmail.com,Valparaíso,Marca C,848195.0,Tablet,Tecnología,1696390.0,0.0
194,2025-01-22,CLTE_28,1009,3,0.0,8,App,0,5,Lucas,Araya,Masculino,61.0,cliente_28@gmail.com,Biobío,Marca A,936279.0,Lente inteligente,Tecnología,2808837.0,0.0
195,2025-10-11,CLTE_31,1011,4,0.1,9,Web,0,4,Trinidad,Santibáñez,F,47.0,cliente_31@gmail.com,Región Metropolitana,Marca D,672298.0,Lavavajillas,ElectroHogar,2420273.0,0.0
196,2025-06-10,CLTE_8,1001,1,0.0,1,App,0,4,Isidora,Torres,M,54.0,cliente_8@gmail.com,Valparaíso,Marca B,196820.0,Parlante,Tecnología,196820.0,0.0
197,2025-02-05,CLTE_39,1012,5,0.0,5,Página Web,0,5,Emilia,Fuentes,Masculino,69.0,cliente_39@gmail.com,Valparaíso,Marca A,584880.0,Lavadora,ElectroHogar,2924400.0,0.0
198,2025-07-05,CLTE_26,1007,3,0.0,8,Web,0,4,Thiago,Fuentes,M,45.0,cliente_26@gmail.com,Región Metropolitana,Marca B,888892.0,Consola,Tecnología,2666676.0,0.0
199,2025-09-13,CLTE_34,1001,2,0.2,2,App,0,5,Andrea,Espinoza,Masculino,42.0,cliente_34@gmail.com,Valparaíso,Marca B,196820.0,Parlante,Tecnología,314912.0,0.0
200,2025-10-13,CLTE_3,1019,2,0.1,4,Web,0,4,Trinidad,Rodríguez,F,66.0,cliente_3@gmail.com,Valparaíso,Marca A,453940.0,Robot de Cocina,ElectroHogar,817092.0,0.0
